SMILES,InChI,InChIKey,K3FeCN6,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCc1ccc(O)cc1,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,-1,8.85218820861678,8.85218820861678,0.3400000000000003,0.3400000000000003,0.6032549150365025,9.444444444444445,122.16699999999997,112.08699999999997,122.07316494,48,0,0.11509483734922339,-0.5079666452633226,0.5079666452633226,0.11509483734922339,1.2222222222222223,1.7777777777777777,2.2222222222222223,16.254630464687065,10.159840442323679,1.860737187244112,-1.931898009743617,2.08566960513635,-1.7493221262795455,5.250177130954701,0.47486599223102693,1.9003726279897948,2.8815558776461367,176.26405299160078,6.69023444431199,5.463721453445009,5.463721453445009,4.325698502695489,3.1056341745757194,3.1056341745757194,2.0200005708042985,2.0200005708042985,1.3445885954857821,1.3445885954857821,0.7316501906842534,0.7316501906842534,-0.98,129.22533870330605,6.144688279301746,2.533930223385564,1.4567376919048354,54.95552110048619,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.056471336613843,24.117007251546223,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,13.344558822616634,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,6.4208216229260096,0.0,12.487188691387619,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,6.4208216229260096,5.563451491696996,12.13273413692322,12.13273413692322,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.85218820861678,1.2572222222222225,0.3400000000000003,7.266203703703704,1.0280555555555555,2.0896636432350717,0.0,0.25,9,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1.9545999999999997,37.4848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCc1ccc(O)cc1,"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3",KLSLBUSXWBJMEC-UHFFFAOYSA-N,-1,8.924892290249433,8.924892290249433,0.34708616780045376,0.34708616780045376,0.6612373528142194,9.7,136.194,124.09799999999997,136.088815004,54,0,0.11509484010720059,-0.5079666452523571,0.5079666452523571,0.11509484010720059,1.2,1.8,2.3,16.254631506125058,10.120055266495479,1.8887391044846826,-1.9602703315204675,2.0990249546164392,-1.7934125856804812,5.252179681831535,0.47481115730034035,1.9451446018149496,2.693803452362809,188.3881691811921,7.397341225498538,6.170828234631557,6.170828234631557,4.825698502695488,3.6056341745757194,3.6056341745757194,2.4164471802110246,2.4164471802110246,1.475015439616732,1.475015439616732,0.9512897315502171,0.9512897315502171,-0.98,210.07561699601456,7.130864745011085,3.254508450235671,1.7608451250134962,61.3204632148828,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.477292959539852,24.117007251546223,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,19.765380445542643,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,6.4208216229260096,0.0,18.90801031431363,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,12.841643245852019,5.563451491696996,12.13273413692322,12.13273413692322,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.924892290249433,1.2919444444444446,0.34708616780045376,7.368703703703704,2.255015117157974,2.1456916099773244,0.0,0.3333333333333333,10,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,2.344700000000001,42.10180000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCc1ccc(O)cc1,"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2,4-7,10H,1,3H2",RGIBXDHONMXTLI-UHFFFAOYSA-N,-1,8.89906320861678,8.89906320861678,0.3127891156462588,0.3127891156462588,0.6140841093450966,9.2,134.17799999999997,124.09799999999997,134.07316494,52,0,0.1150952172613251,-0.5079666421533797,0.5079666421533797,0.1150952172613251,1.3,1.9,2.4,16.25463128207666,10.143782825840702,1.873889553212857,-1.9413254091293057,2.0913142384407655,-1.766415620064116,5.262934844181296,0.4748959445282169,1.9451446018149496,2.7828495900077543,210.67480493540782,7.397341225498538,5.748178503821182,5.748178503821182,4.825698502695488,3.215023974316898,3.215023974316898,2.1592464600377688,2.1592464600377688,1.3163801327148414,1.3163801327148414,0.7986973604433586,0.7986973604433586,-1.24,210.07561699601456,6.874155251141552,3.062884150301958,1.6217242815493544,60.63086018269854,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,18.208754243757102,24.117007251546223,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,42.483875555975814,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,6.4208216229260096,0.0,5.563451491696996,36.92042406427882,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,6.4208216229260096,5.563451491696996,12.13273413692322,18.208754243757102,6.578935683598497,5.106527394840706,0.0,0.0,0.0,8.89906320861678,1.173888888888889,0.3127891156462588,7.130648148148148,2.7010525321239607,3.615891439909297,0.0,0.1111111111111111,10,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,2.1207000000000007,42.007800000000024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(O)c(C(C)(C)C)c1,"InChI=1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3",IKEHOXWJQXIQAG-UHFFFAOYSA-N,1,9.570578703703703,9.570578703703703,0.023912037037036926,0.023912037037036926,0.6246141316810672,11.666666666666666,164.24799999999996,148.11999999999998,164.120115132,66,0,0.11881784098983801,-0.5076538014334406,0.5076538014334406,0.11881784098983801,1.1666666666666667,1.75,2.1666666666666665,16.255455348562354,9.8541280470265,2.1678791929305525,-2.201360197972799,2.302252219195703,-2.1080131618560447,5.394775936098094,0.44621644089887874,1.918740589009928,3.231425013090014,281.54585362509573,9.353371151128522,8.179264403068837,8.179264403068837,5.40970216816285,4.2116406694625645,4.2116406694625645,4.270603382127821,4.270603382127821,1.9600686861249512,1.9600686861249512,1.2506022623095752,1.2506022623095752,-0.98,341.5358248437672,9.110744101633394,2.8142435870704405,1.7866755768963078,74.05034744367602,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46739722769209,23.96854622924601,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,33.10993926815927,0.0,29.32600418877882,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,5.414990469396779,6.923737199690624,31.898114582465862,18.19910120538483,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,5.414990469396779,5.749511833283905,5.563451491696996,5.563451491696996,6.06636706846161,19.056471336613843,20.771211599071872,0.0,0.0,0.0,0.0,9.570578703703703,2.2324537037037038,0.3963888888888891,5.7180787037037035,0.0,8.3325,0.0,0.45454545454545453,12,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.9981200000000023,51.54380000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCc1ccc(O)c(OC)c1,"InChI=1S/C10H14O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h5-7,11H,3-4H2,1-2H3",PXIKRTCSSLJURC-UHFFFAOYSA-N,1,9.27817932728647,9.27817932728647,0.20588246409675004,0.20588246409675004,0.7464613931512205,9.833333333333334,166.21999999999997,152.10799999999998,166.099379688,66,0,0.16024884024188707,-0.5042546045118025,0.5042546045118025,0.16024884024188707,1.4166666666666667,2.1666666666666665,2.75,16.47399496005857,10.107623422746311,2.003627778572798,-2.0453540548089117,2.259860805526673,-1.8702802460435703,5.411704132922424,0.3726755399900662,2.0865919829346073,2.8886510104905314,256.01553398962693,8.974691494688164,7.501726255905794,7.501726255905794,5.774386907679233,4.13467327693818,4.13467327693818,2.7562011841503082,2.7562011841503082,1.7828087004125395,1.7828087004125395,1.1662168061916751,1.1662168061916751,-1.18,552.9468754776709,8.912421441774493,3.9997474663913337,1.9064705824134964,72.79895055878627,9.843390348640755,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.410925891078243,24.117007251546223,0.0,7.109797541277533,9.843390348640755,0.0,0.0,0.0,0.0,19.765380445542643,7.109797541277533,23.762552697081826,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,12.216324936118239,6.4208216229260096,0.0,18.90801031431363,18.19910120538483,0.0,0.0,0.0,29.46,0.0,5.106527394840706,0.0,5.749511833283905,5.749511833283905,12.841643245852019,5.563451491696996,13.176164609739143,12.13273413692322,6.923737199690624,4.736862953800049,4.981954837490552,0.0,0.0,9.27817932728647,1.201064814814815,0.7623176492819355,5.462314814814815,2.1295332577475437,2.124338624338624,1.5602966742252455,0.4,12,1,2,0,0,0,1,0,1,2,1,2,3,0,0,0,1,2.3533000000000013,48.65380000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc1ccccc1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,-1,8.632222222222222,8.632222222222222,0.3217592592592595,0.3217592592592595,0.514729544768675,8.571428571428571,94.11299999999999,88.06499999999998,94.041864812,36,0,0.11507481947527975,-0.5079669948663066,0.5079669948663066,0.11507481947527975,1.0,1.5714285714285714,1.8571428571428572,16.25462015206381,10.346234440824082,1.7432187000138577,-1.819353576413215,2.0225737403160657,-1.5594989241600494,5.179739806036579,0.4751166825208841,1.6856161633204378,3.0214653097240864,134.10736969541455,5.112884175122364,3.833964941448087,3.833964941448087,3.393846850117352,2.1342904002729384,2.1342904002729384,1.3355491589367872,1.3355491589367872,0.756193600181959,0.756193600181959,0.4279941042701235,0.4279941042701235,-0.98,47.19725257297226,4.18611295681063,1.6461962159398054,0.9290591797144502,42.22563687169298,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,12.13273413692322,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,0.0,0.0,24.26546827384644,6.06636706846161,0.0,5.106527394840706,0.0,0.0,0.0,8.632222222222222,0.0,0.3217592592592595,8.712685185185185,0.0,0.0,0.0,0.0,7,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.3922,28.106799999999993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(O)cc1,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,-1,8.756666666666668,8.756666666666668,0.3292592592592596,0.3292592592592596,0.5359354364287862,9.125,108.13999999999999,100.07599999999998,108.057514876,42,0,0.11509448895139261,-0.5079666481555334,0.5079666481555334,0.11509448895139261,1.125,1.625,2.0,16.254628518288296,10.227242689963589,1.8155373233666159,-1.8878934072065379,2.068038976596901,-1.6594050791138781,5.23973098803462,0.4749476246687376,1.769973094021975,3.0324555320336755,143.24662946459569,5.983127663125442,4.756614672258461,4.756614672258461,3.787693700234704,2.544974002795898,2.544974002795898,1.8355491589367872,1.8355491589367872,1.0339713779597368,1.0339713779597368,0.5447634667576462,0.5447634667576462,-0.98,70.79892376087899,5.162450142450142,1.8646221994975438,0.9971092570832982,48.59057898608958,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.696185628620217,19.056471336613843,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,6.923737199690624,5.563451491696996,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,0.0,5.563451491696996,12.13273413692322,19.056471336613843,0.0,5.106527394840706,0.0,0.0,0.0,8.756666666666668,1.1692592592592594,0.3292592592592596,7.092592592592592,0.0,1.9855555555555555,0.0,0.14285714285714285,8,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.70062,32.84379999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccc(O)cc1,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",QHPQWRBYOIRBIT-UHFFFAOYSA-N,-1,9.022397959183674,9.022397959183674,0.17430555555555527,0.17430555555555527,0.6025012194870691,11.545454545454545,150.22099999999998,136.10899999999998,150.104465068,60,0,0.11509554258901339,-0.5079666394035982,0.5079666394035982,0.11509554258901339,1.0,1.4545454545454546,1.8181818181818181,16.254635200806103,9.871147517659752,2.116790590317394,-2.1787301241914028,2.2285337050585516,-2.0959606077207926,5.293734310025675,0.47379692632732134,1.8607638717481272,2.993754788259927,228.04484428381983,8.483127663125442,7.256614672258462,7.256614672258462,4.999018565639892,3.7949740027958985,3.7949740027958985,3.7968740243419736,3.7968740243419736,1.7333301150775087,1.7333301150775087,0.961430133424313,0.961430133424313,-0.98,230.73472009676777,8.119800399201598,2.571671007675518,1.970338740534148,67.6854053292794,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.903945735995094,23.111176098016998,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,26.186202068468653,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,5.414990469396779,0.0,26.334663090768867,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,5.414990469396779,5.749511833283905,0.0,5.563451491696996,12.13273413692322,12.13273413692322,20.771211599071872,5.106527394840706,0.0,0.0,0.0,9.022397959183674,1.4199537037037038,0.3314814814814817,7.3530092592592595,0.0,6.456490929705215,0.0,0.4,11,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.6897000000000006,46.80680000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccccc1O,"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,-1,9.44613425925926,9.44613425925926,0.033078703703703694,0.033078703703703694,0.6025012194870691,11.545454545454545,150.22099999999998,136.10899999999998,150.104465068,60,0,0.11879811066219519,-0.5076541497271557,0.5076541497271557,0.11879811066219519,1.0909090909090908,1.6363636363636365,2.0,16.255446371929207,9.8638435518432,2.157791405047736,-2.19145288781287,2.288669250564923,-2.10183028675551,5.362292898517895,0.4465377636569913,1.8560659223101248,3.1411091905317954,245.29484428381988,8.483127663125442,7.256614672258462,7.256614672258462,5.015855318045498,3.8009570669396058,3.8009570669396058,3.767149058433874,3.767149058433874,1.7120630408395205,1.7120630408395205,1.1078527871149064,1.1078527871149064,-0.98,232.0082402887656,8.119800399201598,2.571671007675518,1.7320313091781339,67.6854053292794,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.970312804456704,17.044809029555385,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,26.186202068468653,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,5.414990469396779,0.0,26.334663090768867,24.26546827384644,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,5.414990469396779,5.749511833283905,5.563451491696996,0.0,6.06636706846161,18.19910120538483,20.771211599071872,0.0,0.0,0.0,0.0,9.44613425925926,1.033078703703704,0.38888888888888906,7.4591203703703695,0.0,6.256111111111112,0.0,0.4,11,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.6897000000000006,46.80680000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(C)c(C)c(O)c1,"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,-1,9.280925925925926,9.280925925925926,0.400462962962963,0.400462962962963,0.579935465772167,9.9,136.194,124.09799999999997,136.088815004,54,0,0.11850982220176126,-0.5076663836369901,0.5076663836369901,0.11850982220176126,1.1,1.7,2.2,16.255352209522954,10.064215444508658,1.9798570852526252,-2.0281566279569527,2.20335943843857,-1.8229154314213234,5.4014879272219884,0.469838123004875,1.8235900040480664,3.310532874722407,227.90033336357604,7.723614639131599,6.60191413387921,6.60191413387921,4.6090609052806215,3.378307336129231,3.378307336129231,2.725945183389302,2.725945183389302,1.7842844584977866,1.7842844584977866,1.0173443519073027,1.0173443519073027,-0.98,153.18156034003758,7.130864745011085,2.331452780904245,1.1276912984196836,61.3204632148828,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,43.52793314262447,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,20.771211599071872,0.0,28.823088612014207,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,20.771211599071872,16.690354475090988,12.13273413692322,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,0.0,5.749511833283905,16.690354475090988,0.0,6.06636706846161,20.771211599071872,6.06636706846161,0.0,0.0,0.0,0.0,9.280925925925926,3.2395370370370378,0.400462962962963,3.8446296296296296,0.0,5.901111111111112,0.0,0.3333333333333333,10,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.317460000000001,42.31780000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(O)cc1OC,"InChI=1S/C8H10O3/c1-10-7-4-3-6(9)5-8(7)11-2/h3-5,9H,1-2H3",SMFFZOQLHYIRDA-UHFFFAOYSA-N,-1,9.02857709750567,9.02857709750567,0.16912037037037075,0.16912037037037075,0.6994965906696747,9.272727272727273,154.165,144.08499999999998,154.06299418,60,0,0.16389692029732836,-0.5078182469359735,0.5078182469359735,0.16389692029732836,1.0909090909090908,1.7272727272727273,2.272727272727273,16.508126589560767,10.279759020590891,2.014840192638723,-2.05638207275358,2.2926564271787946,-1.8839850117413857,5.442262388803415,0.3511976720809836,2.041531282186142,3.0579891748716026,245.09252842272394,8.267584713501616,6.495760983996561,6.495760983996561,5.274386907679232,3.1863855408541535,3.1863855408541535,2.0392862877306914,2.0392862877306914,1.367123632868486,1.367123632868486,0.8249088075148874,0.8249088075148874,-1.38,336.85266156071344,7.723950103950105,3.142667965973564,1.548321646793812,65.18261155949993,14.580253302440804,5.749511833283905,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,6.06636706846161,14.219595082555067,14.580253302440804,0.0,0.0,0.0,0.0,0.0,14.219595082555067,18.19910120538483,0.0,17.248535499851716,9.473725907600098,0.0,17.248535499851716,0.0,19.32612247739577,0.0,0.0,0.0,18.19910120538483,0.0,0.0,0.0,38.69,0.0,0.0,0.0,5.749511833283905,11.49902366656781,0.0,13.176164609739143,19.242531678200752,0.0,0.0,14.580253302440804,9.88712962962963,0.0,0.0,9.02857709750567,0.0,1.3198611111111118,4.688842592592593,0.0,0.0,3.075589569160998,0.25,11,1,3,0,0,0,1,0,1,3,1,3,2,0,0,0,1,1.4094,41.21080000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
