,min,max,Q1,Q2,Q3,std,Q3-Q1,range
m_1_L,-0.2899852731037733,13.19827826328414,-0.2899852731037733,-0.2899852731037733,-0.2899852731037733,1.0183952036522286,0.0,13.488263536387914
m_1_B1,-0.6770640768974436,14.282020788519365,-0.3418464888768991,-0.3418464888768991,-0.3418464888768991,1.0215629412587228,0.0,14.95908486541681
m_1_B5,-0.284520038265269,13.807443374613404,-0.284520038265269,-0.284520038265269,-0.284520038265269,1.020124050166836,0.0,14.091963412878673
p_L,-0.7575665060980454,5.899003383127376,-0.7575665060980454,-0.1940292912585409,0.2243543985465457,1.0036758932636858,0.9819209046445911,6.6565698892254215
p_B1,-1.1477642686372769,7.077354021172013,-1.008748184865852,0.1960578744864948,0.6131061258007685,1.0053861344054342,1.6218543106666203,8.22511828980929
p_B5,-0.7950898793090208,4.644441597628853,-0.7950898793090208,-0.52692408257363,0.5852582744131487,1.0022691604229523,1.3803481537221693,5.439531476937874
m_2_L,-0.3069629710246108,10.476212041885058,-0.3069629710246108,-0.3069629710246108,-0.3069629710246108,1.0115940710696194,0.0,10.783175012909668
m_2_B1,-0.7280171855083906,12.872240055839947,-0.3491799364457628,-0.3491799364457628,-0.3491799364457628,1.017547812957171,0.0,13.600257241348338
m_2_B5,-0.3119155677637267,8.779397296287616,-0.3119155677637267,-0.3119155677637267,-0.3119155677637267,1.0081281055478892,0.0,9.091312864051343
o_L,-0.8331048106579002,6.395697976520948,-0.8331048106579002,-0.2225640347137407,0.1542268441546546,1.0043403861586524,0.9873316548125548,7.228802787178848
o_B1,-1.2709984360021809,5.825187663300923,-1.0062153725953489,-0.0794746506714356,0.8472660712524768,1.003694824823974,1.8534814438478255,7.096186099303104
o_B5,-0.8997565480502119,5.738067109908498,-0.8997565480502119,-0.305831124883902,0.6472777684829856,1.0035011534413092,1.5470343165331975,6.637823657958711
Charge_O,-5.762488167883383,3.3898244941600466,-0.7659756375735315,0.2056428385428552,0.7948209508934965,1.0046714690723948,1.5607965884670278,9.15231266204343
Charge_next_O,-3.3631572893048864,3.1100805210139124,-0.6556739999822017,0.0941758327077389,0.6495892851133842,1.0021390981214942,1.3052632850955859,6.473237810318799
Charge_o_1,-4.140868661087686,2.08352643721784,-0.3739855017361583,0.2757855432774501,0.6133178801940592,1.0021929414907156,0.9873033819302175,6.224395098305527
Charge_m_1,-1.3293390665620357,4.051280299599682,-0.44509889128462776,-0.2796440834940575,-0.1768467177070168,1.0018391175350947,0.268252173577611,5.380619366161718
Charge_p,-1.946316480616773,3.3325121060756944,-0.7988148588462884,-0.2414398058303463,0.43821492233703885,1.0014876817695706,1.2370297811833273,5.278828586692468
Charge_m_2,-1.3030071107325447,4.7842883981620306,-0.45412688058489403,-0.2270234945615452,-0.02575085759170785,1.002524101874054,0.42837602299318617,6.0872955088945755
Charge_o_2,-1.9084148686607407,2.33287780654383,-0.7200977268461346,-0.4073409375513774,0.270234786382962,1.0008659267963158,0.9903325132290965,4.241292675204571
HOMO,-4.15752192206288,3.623605726683859,-0.594380068823368,0.0302883316131523,0.6428171462555149,1.0031471529342624,1.2371972150788828,7.78112764874674
MolLogP,-4.197051824925053,4.5072670122589145,-0.7215956421694962,-0.043220304535752,0.5920430998165566,1.0039496240797487,1.3136387419860527,8.704318837183967
MolWt,-2.174048512914172,2.957242929788165,-0.8067905618772415,-0.0167633049370113,0.7378214080590499,1.0013355463545204,1.5446119699362915,5.131291442702337
num_N,-1.164758519549028,3.300601152027098,-1.164758519549028,-0.4205319076196737,1.067921316239035,1.0012047664366936,2.232679835788063,4.465359671576126
num_O,-1.3285968464675062,6.789155987548103,-0.5168215630659454,0.2949537203356154,0.2949537203356154,1.0050079722748138,0.8117752834015608,8.11775283401561
num_S,-0.3803344302566363,5.7519009976715045,-0.3803344302566363,-0.3803344302566363,-0.3803344302566363,1.0034469991824937,0.0,6.132235427928141
num_F,-0.2116436181306902,17.595685654849323,-0.2116436181306902,-0.2116436181306902,-0.2116436181306902,1.032538371833516,0.0,17.807329272980013
num_Cl,-0.3968360899009251,6.905887221293614,-0.3968360899009251,-0.3968360899009251,-0.3968360899009251,1.0050067204515591,0.0,7.30272331119454
num_Br,-0.3518791269209797,8.168100771451185,-0.3518791269209797,-0.3518791269209797,-0.3518791269209797,1.0070293658724632,0.0,8.519979898372164
